Date,Cases,Tests,ServiceID
8/28/2020,1510,42335,18
8/29/2020,1522,42660,18
8/30/2020,1531,42799,18
8/31/2020,1533,42983,18
9/1/2020,1552,43155,18
9/2/2020,1556,43406,18
9/3/2020,1565,43563,18
9/4/2020,1586,43712,18
9/5/2020,1602,43870,18
9/6/2020,1617,44047,18
9/7/2020,1623,44238,18
9/8/2020,1635,44284,18
9/9/2020,1643,44447,18
9/10/2020,1674,44630,18
9/11/2020,1690,44711,18
9/12/2020,1700,44873,18
9/13/2020,1722,45073,18
9/14/2020,1738,45114,18
9/15/2020,1745,45392,18
9/16/2020,1769,45638,18
9/17/2020,1807,46280,18
9/18/2020,1844,46763,18
9/19/2020,1871,47270,18
9/20/2020,1900,47575,18
9/21/2020,1909,47877,18
9/22/2020,1924,48581,18
9/23/2020,1942,48895,18
9/24/2020,1972,49219,18
9/25/2020,2002,49648,18
9/26/2020,2035,49863,18
9/27/2020,2064,50078,18
9/28/2020,2100,50263,18
9/29/2020,2133,50547,18
9/30/2020,2165,50833,18
10/1/2020,2222,51199,18
10/2/2020,2249,51442,18
10/3/2020,2291,51691,18
10/4/2020,2319,51747,18
10/5/2020,2348,51905,18
10/6/2020,2388,52349,18
10/7/2020,2410,52702,18
10/8/2020,2444,53172,18
10/9/2020,2508,53622,18
10/10/2020,2565,53886,18
10/11/2020,2618,53961,18
10/12/2020,2664,54193,18
10/13/2020,2705,54509,18
10/14/2020,2754,54860,18
10/15/2020,2822,55263,18
10/16/2020,2899,55794,18
10/17/2020,2899,55794,18
10/18/2020,2978,58540,18
10/19/2020,2978,59896,18
10/20/2020,3076,60199,18
10/21/2020,3200,60443,18
10/22/2020,3279,60947,18
10/23/2020,3382,61448,18
10/24/2020,3490,62016,18
10/25/2020,3593,62513,18
10/26/2020,3656,62994,18
10/27/2020,3764,63542,18
10/28/2020,3897,63802,18
10/29/2020,3947,64100,18
10/30/2020,4088,64607,18
10/31/2020,4187,65137,18
11/1/2020,4243,65672,18
11/2/2020,4307,65956,18
11/3/2020,4493,66607,18
11/4/2020,4542,67004,18
11/5/2020,4656,67388,18
11/6/2020,4804,67859,18
11/7/2020,4935,68416,18
11/8/2020,4990,68680,18
11/9/2020,5082,69039,18
11/10/2020,5309,69678,18
11/11/2020,5426,70154,18
11/12/2020,5613,70641,18
11/13/2020,5719,71000,18
11/14/2020,5788,71686,18
11/15/2020,5931,72283,18
11/16/2020,6085,72575,18
11/17/2020,6304,73291,18
11/18/2020,6490,73989,18
11/19/2020,6603,74394,18
11/20/2020,6750,75106,18
11/21/2020,6864,75562,18
11/22/2020,6931,76083,18
11/23/2020,6952,76469,18
11/24/2020,7232,77143,18
11/25/2020,7301,77479,18
11/26/2020,7419,77903,18
11/27/2020,7439,78212,18
11/28/2020,7573,78448,18
11/29/2020,7688,78797,18
11/30/2020,7770,79111,18
12/1/2020,7813,79218,18
12/2/2020,7889,79409,18
12/3/2020,8019,79836,18
12/4/2020,8145,80290,18
12/5/2020,8234,80609,18
12/6/2020,8278,80915,18
12/7/2020,8368,81228,18
12/8/2020,8423,81404,18
12/9/2020,8474,81622,18
12/10/2020,8555,82013,18
12/11/2020,8610,82280,18
12/12/2020,8673,82556,18
12/13/2020,8737,82898,18
12/14/2020,8791,83081,18
12/15/2020,8808,83161,18
12/16/2020,8835,83356,18
12/17/2020,8901,83709,18
12/18/2020,8961,83964,18
12/19/2020,9033,84339,18
12/20/2020,9070,84567,18
12/21/2020,9105,84816,18
12/22/2020,9132,84932,18
12/23/2020,9179,85087,18
12/24/2020,9253,85454,18
12/25/2020,9315,85793,18
12/26/2020,9315,85935,18
12/27/2020,9379,86089,18
12/28/2020,9426,86342,18
12/29/2020,9456,86453,18
12/30/2020,9506,86559,18
12/31/2020,9586,86827,18
1/1/2021,9665,87090,18
1/2/2021,9665,87233,18
1/3/2021,9779,87424,18
1/4/2021,9856,87678,18
